_id,Policy_Number,Base_Policy,Month,Month_Claimed,Age_Group,Age_Of_Vehicle,Fault,Past_Number_Of_Claims,Year,Fraud,Insurance_Amount,Vehicle,Accident_Area
655e239591d67ee903e55aa5,7739,All Perils,Aug,Aug,31-40,7 years,Policy Holder,4,1995,0,41634,655d395b7086282ba8e08135,655d5a177086282ba8e08152
655e239591d67ee903e55aa6,7740,Collision,Aug,Aug,31-40,7 years,Policy Holder,8,1995,1,47453,655d395b7086282ba8e08126,655d5a177086282ba8e08159
655e239591d67ee903e55aa7,7741,Liability,Aug,Aug,21-30,6 years,Policy Holder,1,1995,1,58099,655d395b7086282ba8e08146,655d5a177086282ba8e0815c
655e239591d67ee903e55aa8,7742,All Perils,Nov,Nov,41-50,7 years,Third Party,0,1995,0,11001,655d395b7086282ba8e0812e,655d5a177086282ba8e08158
655e239591d67ee903e55aa9,7743,All Perils,Feb,Mar,20-Nov,2 years,Third Party,0,1995,0,14377,655d395b7086282ba8e0812e,655d5a177086282ba8e0815a
655e239591d67ee903e55aaa,7744,All Perils,Dec,Dec,21-30,4 years,Third Party,4,1995,0,27222,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239591d67ee903e55aab,7745,All Perils,Nov,Dec,21-30,7 years,Policy Holder,0,1995,0,11356,655d395b7086282ba8e08124,655d5a177086282ba8e08159
655e239591d67ee903e55aac,7746,All Perils,Nov,Nov,31-40,6 years,Policy Holder,0,1995,0,14387,655d395b7086282ba8e0813e,655d5a177086282ba8e08155
655e239591d67ee903e55aad,7747,All Perils,Nov,Nov,61-70,more than 7,Third Party,1,1995,0,10212,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239591d67ee903e55aae,7748,Collision,Nov,Nov,31-40,7 years,Third Party,0,1995,0,17667,655d395b7086282ba8e0812e,655d5a177086282ba8e0815b
655e239591d67ee903e55aaf,7749,Collision,Nov,Nov,31-40,7 years,Third Party,3,1995,1,21282,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239591d67ee903e55ab0,7750,Collision,Nov,Nov,21-30,3 years,Third Party,5,1995,0,10086,655d395b7086282ba8e08124,655d5a177086282ba8e08159
655e239591d67ee903e55ab1,7751,Collision,Nov,Nov,41-50,6 years,Third Party,1,1995,0,16956,655d395b7086282ba8e0812e,655d5a177086282ba8e08152
655e239591d67ee903e55ab2,7752,Liability,Nov,Nov,31-40,7 years,Policy Holder,1,1995,0,69514,655d395b7086282ba8e08134,655d5a177086282ba8e0815a
655e239591d67ee903e55ab3,7753,Collision,Oct,Oct,51-60,more than 7,Third Party,5,1995,0,16417,655d395b7086282ba8e08124,655d5a177086282ba8e0815c
655e239591d67ee903e55ab4,7754,Collision,Oct,Nov,31-40,5 years,Policy Holder,0,1995,0,64295,655d395b7086282ba8e08134,655d5a177086282ba8e0815b
655e239591d67ee903e55ab5,7755,Liability,Sep,Oct,41-50,more than 7,Policy Holder,3,1995,0,50788,655d395b7086282ba8e08146,655d5a177086282ba8e08159
655e239591d67ee903e55ab6,7756,Collision,Aug,Aug,31-40,6 years,Policy Holder,0,1995,1,22026,655d395b7086282ba8e08133,655d5a177086282ba8e08158
655e239591d67ee903e55ab7,7757,All Perils,Aug,Aug,61-70,more than 7,Third Party,2,1995,0,28751,655d395b7086282ba8e0812e,655d5a177086282ba8e0815c
655e239591d67ee903e55ab8,7758,Collision,Jul,Jul,71-80,more than 7,Policy Holder,4,1995,0,26349,655d395b7086282ba8e0813e,655d5a177086282ba8e0815a
655e239591d67ee903e55ab9,7759,Liability,Jul,Jul,31-40,6 years,Third Party,3,1995,0,69177,655d395b7086282ba8e0812d,655d5a177086282ba8e08157
655e239591d67ee903e55aba,7760,Liability,Jul,Jul,41-50,more than 7,Policy Holder,0,1995,1,51653,655d395b7086282ba8e08146,655d5a177086282ba8e08154
655e239591d67ee903e55abb,7761,Liability,Jul,Jul,31-40,6 years,Policy Holder,3,1995,0,55801,655d395b7086282ba8e0812d,655d5a177086282ba8e0815a
655e239591d67ee903e55abc,7762,Collision,Jul,Aug,31-40,7 years,Third Party,0,1995,1,19074,655d395b7086282ba8e0812e,655d5a177086282ba8e0815b
655e239591d67ee903e55abd,7763,All Perils,Jul,Jul,41-50,6 years,Third Party,0,1995,0,24953,655d395b7086282ba8e08124,655d5a177086282ba8e0814e
655e239591d67ee903e55abe,7764,Collision,Jul,Jul,51-60,more than 7,Policy Holder,0,1995,1,22356,655d395b7086282ba8e0813e,655d5a177086282ba8e08155
655e239591d67ee903e55abf,7765,Collision,Jun,Jun,21-30,5 years,Policy Holder,0,1995,0,29860,655d395b7086282ba8e08124,655d5a177086282ba8e08159
655e239591d67ee903e55ac0,7766,Collision,Jun,Jun,51-60,more than 7,Policy Holder,0,1995,1,12535,655d395b7086282ba8e0812e,655d5a177086282ba8e08156
655e239591d67ee903e55ac1,7767,All Perils,May,May,51-60,more than 7,Policy Holder,0,1995,0,20096,655d395b7086282ba8e08124,655d5a177086282ba8e08150
655e239591d67ee903e55ac2,7768,Liability,May,May,31-40,6 years,Policy Holder,4,1995,0,65172,655d395b7086282ba8e0813d,655d5a177086282ba8e0815b
655e239591d67ee903e55ac3,7769,Collision,May,May,31-40,6 years,Policy Holder,1,1995,0,13593,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239591d67ee903e55ac4,7770,All Perils,Mar,Mar,31-40,6 years,Policy Holder,0,1995,0,13728,655d395b7086282ba8e08147,655d5a177086282ba8e08153
655e239591d67ee903e55ac5,7771,All Perils,Feb,Mar,71-80,more than 7,Policy Holder,5,1995,1,47992,655d395b7086282ba8e0814b,655d5a177086282ba8e0815c
655e239591d67ee903e55ac6,7772,Liability,Dec,Dec,61-70,7 years,Policy Holder,0,1995,1,58324,655d395b7086282ba8e0813d,655d5a177086282ba8e08151
655e239591d67ee903e55ac7,7773,Collision,Sep,Sep,41-50,6 years,Policy Holder,3,1995,0,28536,655d395b7086282ba8e08127,655d5a177086282ba8e0815a
655e239591d67ee903e55ac8,7774,All Perils,Dec,Dec,31-40,7 years,Policy Holder,0,1995,0,22321,655d395b7086282ba8e0813e,655d5a177086282ba8e08151
655e239591d67ee903e55ac9,7775,Liability,Jan,Feb,21-30,7 years,Policy Holder,0,1995,0,65523,655d395b7086282ba8e08146,655d5a177086282ba8e08159
655e239591d67ee903e55aca,7776,Liability,Jan,Apr,51-60,7 years,Policy Holder,3,1995,0,63676,655d395b7086282ba8e0812d,655d5a177086282ba8e0815a
655e239591d67ee903e55acb,7777,Liability,Feb,Feb,61-70,more than 7,Policy Holder,0,1995,0,67383,655d395b7086282ba8e0813d,655d5a177086282ba8e0814e
655e239591d67ee903e55acc,7778,All Perils,Mar,Apr,61-70,more than 7,Third Party,0,1995,0,17274,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239591d67ee903e55acd,7779,Liability,Mar,Mar,41-50,7 years,Policy Holder,5,1995,0,64236,655d395b7086282ba8e08146,655d5a177086282ba8e08155
655e239591d67ee903e55ace,7780,Collision,Jun,Jun,61-70,6 years,Policy Holder,0,1995,0,19153,655d395b7086282ba8e0813e,655d5a177086282ba8e08159
655e239591d67ee903e55acf,7781,Collision,Aug,Aug,31-40,6 years,Third Party,2,1995,1,24731,655d395b7086282ba8e08124,655d5a177086282ba8e08157
655e239591d67ee903e55ad0,7782,Collision,Aug,Aug,31-40,7 years,Policy Holder,3,1995,0,11052,655d395b7086282ba8e08149,655d5a177086282ba8e0815a
655e239591d67ee903e55ad1,7783,Liability,Oct,Oct,31-40,5 years,Policy Holder,3,1995,0,54768,655d395b7086282ba8e0813d,655d5a177086282ba8e0815c
655e239591d67ee903e55ad2,7784,All Perils,Oct,Oct,21-30,5 years,Policy Holder,3,1995,0,28394,655d395b7086282ba8e0812c,655d5a177086282ba8e08158
655e239591d67ee903e55ad3,7785,Liability,Oct,Oct,41-50,7 years,Policy Holder,8,1995,1,63771,655d395b7086282ba8e08143,655d5a177086282ba8e08159
655e239591d67ee903e55ad4,7786,Collision,Jun,Jun,41-50,more than 7,Third Party,4,1995,0,14680,655d395b7086282ba8e08147,655d5a177086282ba8e08156
655e239591d67ee903e55ad5,7787,Collision,Jun,Jun,31-40,7 years,Policy Holder,0,1995,0,63252,655d395b7086282ba8e08134,655d5a177086282ba8e08157
655e239591d67ee903e55ad6,7788,Collision,Nov,Nov,51-60,7 years,Policy Holder,1,1995,0,15616,655d395b7086282ba8e0813e,655d5a177086282ba8e08150
655e239591d67ee903e55ad7,7789,All Perils,Jun,Jun,31-40,7 years,Third Party,1,1995,0,12410,655d395b7086282ba8e0812e,655d5a177086282ba8e0815c
655e239591d67ee903e55ad8,7790,Liability,Nov,Nov,41-50,6 years,Policy Holder,1,1995,1,52192,655d395b7086282ba8e0812d,655d5a177086282ba8e08159
655e239591d67ee903e55ad9,7791,All Perils,Nov,Nov,41-50,more than 7,Policy Holder,4,1995,1,23090,655d395b7086282ba8e08147,655d5a177086282ba8e08158
655e239591d67ee903e55ada,7792,Collision,Oct,Nov,31-40,7 years,Policy Holder,0,1995,1,23079,655d395b7086282ba8e08133,655d5a177086282ba8e08156
655e239591d67ee903e55adb,7793,Collision,Aug,Aug,21-30,7 years,Policy Holder,3,1995,1,10174,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239591d67ee903e55adc,7794,Liability,Feb,Feb,21-30,5 years,Policy Holder,3,1995,0,64787,655d395b7086282ba8e0813d,655d5a177086282ba8e0815a
655e239591d67ee903e55add,7795,Collision,Jan,Mar,31-40,7 years,Policy Holder,0,1995,0,12363,655d395b7086282ba8e0811f,655d5a177086282ba8e08154
655e239591d67ee903e55ade,7796,Liability,Apr,Jul,31-40,7 years,Policy Holder,6,1995,0,63118,655d395b7086282ba8e0813d,655d5a177086282ba8e0815b
655e239591d67ee903e55adf,7797,Collision,Mar,Apr,41-50,new,Policy Holder,0,1995,0,26204,655d395b7086282ba8e0812e,655d5a177086282ba8e08155
655e239591d67ee903e55ae0,7798,Collision,Mar,Mar,21-30,3 years,Policy Holder,1,1995,0,11875,655d395b7086282ba8e08133,655d5a177086282ba8e08158
655e239591d67ee903e55ae1,7799,All Perils,Nov,Mar,61-70,6 years,Policy Holder,3,1995,0,15549,655d395b7086282ba8e0812c,655d5a177086282ba8e0815c
655e239591d67ee903e55ae2,7800,All Perils,Jun,Jun,51-60,7 years,Policy Holder,0,1995,0,21956,655d395b7086282ba8e08147,655d5a177086282ba8e08159
655e239591d67ee903e55ae3,7801,Liability,May,Jun,31-40,7 years,Third Party,1,1995,1,68619,655d395b7086282ba8e0812d,655d5a177086282ba8e08157
655e239591d67ee903e55ae4,7802,Collision,Aug,Nov,31-40,7 years,Third Party,4,1995,0,18511,655d395b7086282ba8e0812e,655d5a177086282ba8e0815b
655e239591d67ee903e55ae5,7803,All Perils,Aug,Aug,51-60,more than 7,Third Party,0,1995,1,10836,655d395b7086282ba8e0813e,655d5a177086282ba8e0815a
655e239591d67ee903e55ae6,7804,All Perils,Sep,Sep,31-40,7 years,Policy Holder,1,1995,0,45194,655d395b7086282ba8e08120,655d5a177086282ba8e08156
655e239591d67ee903e55ae7,7805,All Perils,Nov,Nov,31-40,6 years,Third Party,0,1995,0,16883,655d395b7086282ba8e08147,655d5a177086282ba8e08158
655e239591d67ee903e55ae8,7806,Collision,Oct,Oct,31-40,more than 7,Policy Holder,5,1995,1,23135,655d395b7086282ba8e08147,655d5a177086282ba8e08155
655e239591d67ee903e55ae9,7807,Liability,Oct,Nov,51-60,7 years,Third Party,4,1995,1,69223,655d395b7086282ba8e08146,655d5a177086282ba8e0815c
655e239591d67ee903e55aea,7808,Liability,Feb,Feb,41-50,6 years,Policy Holder,5,1995,1,53629,655d395b7086282ba8e0813d,655d5a177086282ba8e0815b
655e239591d67ee903e55aeb,7809,Collision,Mar,Mar,41-50,7 years,Third Party,0,1995,1,19091,655d395b7086282ba8e0812e,655d5a177086282ba8e0815a
655e239591d67ee903e55aec,7810,All Perils,May,May,51-60,5 years,Policy Holder,0,1995,1,21981,655d395b7086282ba8e08133,655d5a177086282ba8e08154
655e239591d67ee903e55aed,7811,Liability,Jul,Jul,21-30,6 years,Policy Holder,0,1995,1,57346,655d395b7086282ba8e0813d,655d5a177086282ba8e08157
655e239591d67ee903e55aee,7812,All Perils,Jun,Jun,71-80,7 years,Third Party,0,1995,1,13325,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239591d67ee903e55aef,7813,Liability,Jul,Jul,41-50,more than 7,Policy Holder,1,1995,0,62657,655d395b7086282ba8e0813d,655d5a177086282ba8e08157
655e239591d67ee903e55af0,7814,Liability,Jul,Jul,31-40,7 years,Policy Holder,6,1995,0,52408,655d395b7086282ba8e08128,655d5a177086282ba8e0815b
655e239591d67ee903e55af1,7815,All Perils,Aug,Aug,41-50,more than 7,Third Party,0,1995,0,26273,655d395b7086282ba8e0813b,655d5a177086282ba8e08159
655e239591d67ee903e55af2,7816,Liability,Aug,Aug,31-40,more than 7,Policy Holder,2,1995,1,69271,655d395b7086282ba8e08121,655d5a177086282ba8e08156
655e239591d67ee903e55af3,7817,All Perils,Oct,Nov,51-60,7 years,Third Party,0,1995,0,27459,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239591d67ee903e55af4,7818,Liability,Nov,Nov,41-50,7 years,Policy Holder,3,1995,1,55553,655d395b7086282ba8e08125,655d5a177086282ba8e08155
655e239591d67ee903e55af5,7819,Collision,Dec,Dec,21-30,7 years,Policy Holder,0,1995,0,29135,655d395b7086282ba8e08133,655d5a177086282ba8e08158
655e239591d67ee903e55af6,7820,Liability,Nov,Dec,41-50,6 years,Policy Holder,2,1995,0,66100,655d395b7086282ba8e08121,655d5a177086282ba8e08159
655e239591d67ee903e55af7,7821,Collision,Nov,Dec,21-30,6 years,Policy Holder,6,1995,0,11341,655d395b7086282ba8e08133,655d5a177086282ba8e08150
655e239591d67ee903e55af8,7822,All Perils,Nov,Nov,21-30,6 years,Policy Holder,0,1995,0,38749,655d395b7086282ba8e08126,655d5a177086282ba8e08151
655e239591d67ee903e55af9,7823,Collision,Nov,Nov,21-30,5 years,Third Party,0,1995,1,28279,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239591d67ee903e55afa,7824,Liability,Nov,Dec,31-40,6 years,Policy Holder,0,1995,0,63102,655d395b7086282ba8e0813d,655d5a177086282ba8e0815a
655e239591d67ee903e55afb,7825,Collision,Nov,Nov,21-30,7 years,Policy Holder,4,1995,0,24409,655d395b7086282ba8e08147,655d5a177086282ba8e08154
655e239591d67ee903e55afc,7826,Collision,Oct,Oct,31-40,5 years,Policy Holder,0,1995,0,13179,655d395b7086282ba8e08147,655d5a177086282ba8e0814e
655e239591d67ee903e55afd,7827,Liability,Aug,Aug,51-60,7 years,Policy Holder,6,1995,1,69914,655d395b7086282ba8e0813d,655d5a177086282ba8e0815a
655e239591d67ee903e55afe,7828,Collision,Aug,Aug,51-60,more than 7,Policy Holder,1,1995,1,14293,655d395b7086282ba8e08133,655d5a177086282ba8e08151
655e239591d67ee903e55aff,7829,All Perils,Nov,Nov,41-50,more than 7,Policy Holder,0,1995,0,25140,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239591d67ee903e55b00,7830,Liability,Jul,Jul,21-30,6 years,Policy Holder,4,1995,0,66918,655d395b7086282ba8e08125,655d5a177086282ba8e08159
655e239591d67ee903e55b01,7831,Liability,Jun,Jul,31-40,7 years,Policy Holder,0,1995,0,61646,655d395b7086282ba8e08134,655d5a177086282ba8e08157
655e239591d67ee903e55b02,7832,Collision,Jun,Jun,21-30,6 years,Policy Holder,0,1995,0,12133,655d395b7086282ba8e08127,655d5a177086282ba8e08151
655e239591d67ee903e55b03,7833,All Perils,Apr,May,21-30,5 years,Policy Holder,0,1995,0,24203,655d395b7086282ba8e08147,655d5a177086282ba8e08153
655e239591d67ee903e55b04,7834,Collision,Apr,Apr,41-50,7 years,Policy Holder,0,1995,0,21657,655d395b7086282ba8e08147,655d5a177086282ba8e08151
655e239591d67ee903e55b05,7835,Liability,Apr,Apr,41-50,7 years,Policy Holder,4,1995,0,68110,655d395b7086282ba8e08134,655d5a177086282ba8e08154
655e239591d67ee903e55b06,7836,Liability,Apr,Apr,61-70,more than 7,Policy Holder,0,1995,0,45463,655d395b7086282ba8e08126,655d5a177086282ba8e0815a
655e239591d67ee903e55b07,7837,Collision,Nov,Nov,21-30,7 years,Third Party,0,1995,0,29717,655d395b7086282ba8e08133,655d5a177086282ba8e08157
655e239591d67ee903e55b08,7838,Collision,Apr,Apr,61-70,more than 7,Policy Holder,4,1995,0,22690,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239591d67ee903e55b09,7839,All Perils,Mar,Mar,31-40,6 years,Policy Holder,1,1995,0,28354,655d395b7086282ba8e08133,655d5a177086282ba8e0815a
655e239591d67ee903e55b0a,7840,Collision,Mar,Mar,21-30,6 years,Policy Holder,3,1995,0,12522,655d395b7086282ba8e0812e,655d5a177086282ba8e0814e
655e239591d67ee903e55b0b,7841,Collision,Nov,Dec,31-40,7 years,Policy Holder,4,1995,1,26522,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239591d67ee903e55b0c,7842,Liability,Nov,Nov,41-50,7 years,Policy Holder,6,1995,0,50654,655d395b7086282ba8e08125,655d5a177086282ba8e0815a
655e239591d67ee903e55b0d,7843,Collision,Nov,Nov,21-30,6 years,Policy Holder,3,1995,0,28165,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239591d67ee903e55b0e,7844,Collision,Nov,Nov,21-30,6 years,Policy Holder,2,1995,0,15366,655d395b7086282ba8e08133,655d5a177086282ba8e0815b
655e239591d67ee903e55b0f,7845,Liability,Nov,Nov,21-30,4 years,Policy Holder,7,1995,1,66487,655d395b7086282ba8e0812d,655d5a177086282ba8e08159
655e239591d67ee903e55b10,7846,Liability,Nov,Nov,51-60,more than 7,Policy Holder,0,1995,0,65474,655d395b7086282ba8e08134,655d5a177086282ba8e08156
655e239591d67ee903e55b11,7847,Collision,Oct,Nov,31-40,7 years,Policy Holder,1,1995,0,24602,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239591d67ee903e55b12,7848,Collision,Nov,Nov,31-40,5 years,Third Party,4,1995,0,12090,655d395b7086282ba8e0813e,655d5a177086282ba8e08150
655e239591d67ee903e55b13,7849,Collision,Oct,Oct,21-30,4 years,Policy Holder,4,1995,0,25330,655d395b7086282ba8e0813e,655d5a177086282ba8e08152
655e239591d67ee903e55b14,7850,Collision,Oct,Oct,61-70,more than 7,Third Party,0,1995,1,11032,655d395b7086282ba8e0813e,655d5a177086282ba8e08159
655e239591d67ee903e55b15,7851,Collision,Oct,Oct,31-40,6 years,Policy Holder,0,1995,0,20105,655d395b7086282ba8e08147,655d5a177086282ba8e08155
655e239591d67ee903e55b16,7852,All Perils,Sep,Oct,31-40,7 years,Policy Holder,3,1995,0,31351,655d395b7086282ba8e08126,655d5a177086282ba8e0815b
655e239591d67ee903e55b17,7853,Liability,Aug,Aug,51-60,6 years,Policy Holder,0,1995,0,63535,655d395b7086282ba8e08125,655d5a177086282ba8e0815c
655e239591d67ee903e55b18,7854,Liability,Jul,Jul,20-Nov,new,Policy Holder,4,1995,0,53834,655d395b7086282ba8e0812d,655d5a177086282ba8e08153
655e239591d67ee903e55b19,7855,Liability,Jun,Jun,51-60,more than 7,Third Party,0,1995,1,60980,655d395b7086282ba8e0813d,655d5a177086282ba8e08159
655e239591d67ee903e55b1a,7856,Collision,Jun,Jul,41-50,5 years,Policy Holder,1,1995,0,20779,655d395b7086282ba8e0812e,655d5a177086282ba8e0815b
655e239591d67ee903e55b1b,7857,Liability,May,May,31-40,5 years,Policy Holder,4,1995,1,53882,655d395b7086282ba8e08134,655d5a177086282ba8e0815a
655e239591d67ee903e55b1c,7858,Collision,May,May,21-30,3 years,Policy Holder,0,1995,0,26734,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239591d67ee903e55b1d,7859,Liability,May,May,31-40,7 years,Policy Holder,0,1995,0,69323,655d395b7086282ba8e0812b,655d5a177086282ba8e08157
655e239591d67ee903e55b1e,7860,Collision,Apr,Apr,41-50,5 years,Third Party,3,1995,0,12026,655d395b7086282ba8e08124,655d5a177086282ba8e08154
655e239591d67ee903e55b1f,7861,Collision,Apr,Apr,41-50,more than 7,Policy Holder,1,1995,0,21239,655d395b7086282ba8e08124,655d5a177086282ba8e08158
655e239591d67ee903e55b20,7862,Liability,Mar,Mar,21-30,6 years,Policy Holder,6,1995,0,54676,655d395b7086282ba8e0813d,655d5a177086282ba8e0815b
655e239591d67ee903e55b21,7863,Collision,Jan,Jan,31-40,7 years,Third Party,5,1995,0,14189,655d395b7086282ba8e0812e,655d5a177086282ba8e0815a
655e239591d67ee903e55b22,7864,Liability,Sep,Sep,51-60,7 years,Policy Holder,3,1995,1,51790,655d395b7086282ba8e08146,655d5a177086282ba8e08156
655e239591d67ee903e55b23,7865,Liability,Aug,Aug,51-60,more than 7,Policy Holder,4,1995,1,53758,655d395b7086282ba8e0812d,655d5a177086282ba8e08159
655e239591d67ee903e55b24,7866,All Perils,Jun,Jul,41-50,7 years,Policy Holder,7,1995,1,14541,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239591d67ee903e55b25,7867,Collision,Jun,Aug,21-30,6 years,Policy Holder,2,1995,0,21436,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239591d67ee903e55b26,7868,Liability,Mar,Apr,21-30,7 years,Third Party,3,1995,0,51813,655d395b7086282ba8e0813d,655d5a177086282ba8e08158
655e239591d67ee903e55b27,7869,Collision,Mar,Apr,21-30,5 years,Policy Holder,0,1995,0,63955,655d395b7086282ba8e08134,655d5a177086282ba8e0815a
655e239591d67ee903e55b28,7870,All Perils,Nov,Nov,21-30,6 years,Third Party,0,1995,0,25078,655d395b7086282ba8e0812e,655d5a177086282ba8e08159
655e239591d67ee903e55b29,7871,Collision,Nov,Nov,31-40,7 years,Policy Holder,0,1995,0,17648,655d395b7086282ba8e0812e,655d5a177086282ba8e0815c
655e239591d67ee903e55b2a,7872,Collision,Nov,Nov,51-60,4 years,Policy Holder,0,1995,0,15447,655d395b7086282ba8e08147,655d5a177086282ba8e08150
655e239591d67ee903e55b2b,7873,Collision,Nov,Nov,31-40,5 years,Policy Holder,4,1995,0,20780,655d395b7086282ba8e0813e,655d5a177086282ba8e08157
655e239591d67ee903e55b2c,7874,Liability,Jun,Jul,51-60,more than 7,Third Party,1,1995,0,55966,655d395b7086282ba8e08146,655d5a177086282ba8e0815b
655e239591d67ee903e55b2d,7875,Liability,Jun,Jul,51-60,6 years,Policy Holder,0,1995,1,54212,655d395b7086282ba8e08146,655d5a177086282ba8e08158
655e239591d67ee903e55b2e,7876,Collision,Jun,Jun,41-50,more than 7,Third Party,0,1995,0,18646,655d395b7086282ba8e08124,655d5a177086282ba8e0815b
655e239591d67ee903e55b2f,7877,Collision,Mar,Mar,21-30,6 years,Policy Holder,5,1995,1,21012,655d395b7086282ba8e0812e,655d5a177086282ba8e0815c
655e239591d67ee903e55b30,7878,All Perils,Feb,Jun,21-30,6 years,Policy Holder,1,1995,0,12396,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239591d67ee903e55b31,7879,All Perils,Jul,Jul,21-30,6 years,Policy Holder,0,1995,1,20829,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239591d67ee903e55b32,7880,All Perils,Aug,Aug,21-30,7 years,Third Party,0,1995,1,18700,655d395b7086282ba8e08147,655d5a177086282ba8e08159
655e239591d67ee903e55b33,7881,Collision,Feb,Feb,21-30,6 years,Third Party,5,1995,0,16347,655d395b7086282ba8e08147,655d5a177086282ba8e08155
655e239591d67ee903e55b34,7882,All Perils,Dec,Dec,41-50,7 years,Third Party,0,1995,0,25840,655d395b7086282ba8e0812e,655d5a177086282ba8e08158
655e239591d67ee903e55b35,7883,Liability,Dec,Dec,31-40,6 years,Policy Holder,6,1995,0,66073,655d395b7086282ba8e08134,655d5a177086282ba8e0815c
655e239591d67ee903e55b36,7884,All Perils,Mar,Mar,41-50,more than 7,Third Party,1,1995,0,25708,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239591d67ee903e55b37,7885,Liability,Aug,Aug,41-50,6 years,Policy Holder,3,1995,0,56962,655d395b7086282ba8e0813d,655d5a177086282ba8e0814f
655e239591d67ee903e55b38,7886,Collision,Sep,Sep,51-60,more than 7,Policy Holder,1,1995,0,15327,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239591d67ee903e55b39,7887,Collision,Sep,Sep,31-40,7 years,Policy Holder,4,1995,0,10160,655d395b7086282ba8e0812e,655d5a177086282ba8e08155
655e239591d67ee903e55b3a,7888,Collision,Dec,Dec,21-30,5 years,Policy Holder,1,1995,1,18247,655d395b7086282ba8e08147,655d5a177086282ba8e08156
655e239591d67ee903e55b3b,7889,Liability,Dec,Dec,61-70,more than 7,Policy Holder,7,1995,1,65061,655d395b7086282ba8e08134,655d5a177086282ba8e08153
655e239591d67ee903e55b3c,7890,Collision,Dec,Dec,21-30,6 years,Policy Holder,1,1995,0,17006,655d395b7086282ba8e0813e,655d5a177086282ba8e08159
655e239591d67ee903e55b3d,7891,All Perils,Nov,Nov,41-50,more than 7,Third Party,1,1995,0,11037,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239591d67ee903e55b3e,7892,All Perils,Dec,Dec,21-30,7 years,Policy Holder,0,1995,0,26554,655d395b7086282ba8e08133,655d5a177086282ba8e0815b
655e239591d67ee903e55b3f,7893,All Perils,Dec,Dec,51-60,more than 7,Third Party,1,1995,1,13929,655d395b7086282ba8e0812e,655d5a177086282ba8e0815a
655e239591d67ee903e55b40,7894,Collision,Nov,Dec,20-Nov,3 years,Policy Holder,4,1995,0,18044,655d395b7086282ba8e0812e,655d5a177086282ba8e0815b
655e239591d67ee903e55b41,7895,Collision,Oct,Oct,41-50,more than 7,Policy Holder,0,1995,1,10615,655d395b7086282ba8e08147,655d5a177086282ba8e0814f
655e239591d67ee903e55b42,7896,Liability,Sep,Sep,51-60,7 years,Policy Holder,0,1995,0,55205,655d395b7086282ba8e08146,655d5a177086282ba8e08153
655e239591d67ee903e55b43,7897,Liability,Sep,Sep,31-40,6 years,Policy Holder,5,1995,1,65785,655d395b7086282ba8e0812d,655d5a177086282ba8e0815c
655e239591d67ee903e55b44,7898,Liability,Sep,Sep,21-30,6 years,Policy Holder,6,1995,0,56146,655d395b7086282ba8e08146,655d5a177086282ba8e0815b
655e239591d67ee903e55b45,7899,Collision,Aug,Aug,71-80,more than 7,Policy Holder,3,1995,0,24451,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239591d67ee903e55b46,7900,Liability,Mar,Apr,21-30,7 years,Third Party,4,1995,1,62234,655d395b7086282ba8e0812d,655d5a177086282ba8e08159
655e239591d67ee903e55b47,7901,Liability,Jan,Jan,61-70,more than 7,Policy Holder,4,1995,0,56217,655d395b7086282ba8e0812b,655d5a177086282ba8e0815c
655e239591d67ee903e55b48,7902,Liability,Dec,Dec,71-80,more than 7,Policy Holder,6,1995,0,56419,655d395b7086282ba8e08125,655d5a177086282ba8e0815a
655e239591d67ee903e55b49,7903,Liability,Dec,Dec,21-30,7 years,Policy Holder,5,1995,0,65675,655d395b7086282ba8e08146,655d5a177086282ba8e08158
655e239591d67ee903e55b4a,7904,Collision,Dec,Dec,31-40,7 years,Third Party,1,1995,1,22675,655d395b7086282ba8e08133,655d5a177086282ba8e0815b
655e239591d67ee903e55b4b,7905,Collision,Dec,Dec,21-30,5 years,Policy Holder,3,1995,0,12843,655d395b7086282ba8e08147,655d5a177086282ba8e08159
